Data,Campanha,Envios,Entregas,Cliques
2026-07-09,20260709_guanabara_insider_apppush_vivafidelidade_ativos,1026,1005,154
2026-07-09,20260709_guanabara_insider_apppush_vivafidelidade_ativos2,673,659,101
2026-07-09,20260709_guanabara_insider_apppush_vivafidelidade_emqueda,46,45,7
2026-07-09,20260709_guanabara_insider_apppush_vivafidelidade_frios,420,411,63
2026-07-08,20260708_guanabara_insider_apppush_campanha_ativos,426,417,64
2026-07-08,20260708_guanabara_insider_apppush_campanha_emqueda,20,19,3
2026-07-08,20260708_guanabara_insider_apppush_cupom_frios,260,254,39
2026-07-08,20260708_guanabara_insider_apppush_reativação_emqueda,133,130,20
2026-07-08,20260708_guanabara_insider_apppush_urgência_frios,313,306,47
2026-07-08,20260708_guanabara_insider_apppush_vivafidelidade_ativos,746,731,112
2026-07-08,20260708_guanabara_insider_apppush_vivafidelidade_ativos2,600,588,90
2026-07-08,20260708_guanabara_insider_apppush_vivafidelidade_emqueda,80,78,12
2026-07-08,20260708_guanabara_insider_apppush_vivafidelidade_frios,680,666,102
2026-07-07,20260707_guanabara_insider_apppush_campanha_ativos,493,483,74
2026-07-07,20260707_guanabara_insider_apppush_comercial_emqueda,60,58,9
2026-07-07,20260707_guanabara_insider_apppush_reativação_emqueda,46,45,7
2026-07-07,20260707_guanabara_insider_apppush_urgência_frios,326,319,49
2026-07-07,20260707_guanabara_insider_apppush_vivafidelidade_ativos,1073,1051,161
2026-07-07,20260707_guanabara_insider_apppush_vivafidelidade_ativos2,666,652,100
2026-07-07,20260707_guanabara_insider_apppush_vivafidelidade_emqueda,113,110,17
2026-07-07,20260707_guanabara_insider_apppush_vivafidelidade_frios,420,411,63
2026-07-07,20260707_guanabara_insider_apppush_vivafidelidade_frios2,453,443,68
2026-07-06,20260706_guanabara_insider_apppush_campanha_emqueda,73,71,11
2026-07-06,20260706_guanabara_insider_apppush_reativação_emqueda,80,78,12
2026-07-06,20260706_guanabara_insider_apppush_rotina_ativos,546,535,82
2026-07-06,20260706_guanabara_insider_apppush_urgência_frios,373,365,56
2026-07-06,20260706_guanabara_insider_apppush_urgência_frios2,446,437,67
2026-07-06,20260706_guanabara_insider_apppush_vivafidelidade_ativos,693,679,104
2026-07-06,20260706_guanabara_insider_apppush_vivafidelidade_ativos2,826,809,124
2026-07-06,20260706_guanabara_insider_apppush_vivafidelidade_emqueda,73,71,11
2026-07-06,20260706_guanabara_insider_apppush_vivafidelidade_frios,540,529,81
2026-07-05,20260705_guanabara_insider_apppush_campanha_ativos,653,639,98
2026-07-05,20260705_guanabara_insider_apppush_jogodebrazil,1306,1279,196
2026-07-05,20260705_guanabara_insider_apppush_jogodebrazil1,613,600,92
2026-07-05,20260705_guanabara_insider_apppush_jogodebrazil2,580,568,87
2026-07-05,20260705_guanabara_insider_apppush_jogodebrazil3,420,411,63
2026-07-05,20260705_guanabara_insider_apppush_jogodebrazil4,1853,1815,278
2026-07-05,20260705_guanabara_insider_apppush_jogodebrazil_alerta_neymar,640,627,96
2026-07-05,20260705_guanabara_insider_apppush_jogodobrasil_ativos,286,280,43
2026-07-05,20260705_guanabara_insider_apppush_jogodobrasil_emqueda,40,39,6
2026-07-05,20260705_guanabara_insider_apppush_jogodobrasil_frios,346,339,52
2026-07-04,20260704_guanabara_insider_apppush_campanha_ativos,500,490,75
2026-07-04,20260704_guanabara_insider_apppush_campanha_emqueda,60,58,9
2026-07-04,20260704_guanabara_insider_apppush_cupom_frios,366,358,55
2026-07-04,20260704_guanabara_insider_apppush_urgência_frios,420,411,63
2026-07-04,20260704_guanabara_insider_apppush_vivafidelidade_ativos,646,633,97
2026-07-04,20260704_guanabara_insider_apppush_vivafidelidade_ativos2,620,607,93
2026-07-04,20260704_guanabara_insider_apppush_vivafidelidade_emqueda,153,149,23
2026-07-04,20260704_guanabara_insider_apppush_vivafidelidade_frios,760,744,114
2026-07-03,20260703_guanabara_insider_apppush_campanha_ativos,480,470,72
2026-07-03,20260703_guanabara_insider_apppush_campanha_emqueda,60,58,9
2026-07-03,20260703_guanabara_insider_apppush_cupom_frios,560,548,84
2026-07-03,20260703_guanabara_insider_apppush_jogodeaustralia1,6,5,1
2026-07-03,20260703_guanabara_insider_apppush_reativação_emqueda,73,71,11
2026-07-03,20260703_guanabara_insider_apppush_urgência_frios,486,476,73
2026-07-03,20260703_guanabara_insider_apppush_vivafidelidade_ativos,706,691,106
2026-07-03,20260703_guanabara_insider_apppush_vivafidelidade_ativos2,486,476,73
2026-07-03,20260703_guanabara_insider_apppush_vivafidelidade_emqueda,133,130,20
2026-07-03,20260703_guanabara_insider_apppush_vivafidelidade_frios,553,541,83
2026-07-03,20260703_guanabara_insider_sms_vivafidelidade_ativos,40,39,6
2026-07-02,20260702_guanabara_insider_apppush_campanha_ativos,653,639,98
2026-07-02,20260702_guanabara_insider_apppush_campanha_emqueda,93,91,14
2026-07-02,20260702_guanabara_insider_apppush_cupom_frios,573,561,86
2026-07-02,20260702_guanabara_insider_apppush_urgencia_frios,386,378,58
2026-07-02,20260702_guanabara_insider_apppush_vivafidelidade_ativos,1126,1103,169
2026-07-02,20260702_guanabara_insider_apppush_vivafidelidade_emqueda,93,91,14
2026-07-02,20260702_guanabara_insider_apppush_vivafidelidade_frios,340,333,51
2026-07-02,20260702_guanabara_insider_sms_vivafidelidade_ativos,60,58,9
2026-07-02,220260702_guanabara_insider_apppush_reativação_emqueda,73,71,11
2026-07-01,20260701_guanabara_insider_apppush_comercial_frios,633,620,95
2026-07-01,20260701_guanabara_insider_apppush_cupom_frios,520,509,78
2026-07-01,20260701_guanabara_insider_apppush_reativação_emqueda,113,110,17
2026-07-01,20260701_guanabara_insider_apppush_viajenasferias_ativos,626,613,94
2026-07-01,20260701_guanabara_insider_apppush_vivafidelidade_ativos,420,411,63
2026-07-01,20260701_guanabara_insider_apppush_vivafidelidade_ativos2,526,515,79
2026-07-01,20260701_guanabara_insider_apppush_vivafidelidade_emqueda,80,78,12
2026-07-01,20260701_guanabara_insider_apppush_vivafidelidade_frios,240,235,36
2026-07-01,20260701_guanabara_insider_sms_viajenasferias_ativos,100,98,15
2026-06-30,20260629_guanabara_insider_apppush_sudeste_antecipe30_AltoEng,126,123,19
2026-06-30,20260629_guanabara_insider_apppush_sudeste_antecipe30_BaixoEng,40,39,6
2026-06-30,20260629_guanabara_insider_apppush_sudeste_antecipe30_MedEng,40,39,6
2026-06-30,20260630_guanabara_insider_apppush_idaevolta15_ativos,453,443,68
2026-06-30,20260630_guanabara_insider_apppush_idaevolta15_ativos2,466,456,70
2026-06-30,20260630_guanabara_insider_apppush_idaevolta15_emqueda,60,58,9
2026-06-30,20260630_guanabara_insider_apppush_idaevolta15_emqueda2,46,45,7
2026-06-30,20260630_guanabara_insider_apppush_idaevolta15_frios,326,319,49
2026-06-29,20260628_guanabara_insider_apppush_sudeste_antecipe30_AltoEng,33,32,5
2026-06-29,20260628_guanabara_insider_apppush_sudeste_antecipe30_BaixoEng,13,12,2
2026-06-29,20260628_guanabara_insider_apppush_sudeste_antecipe30_MedEng,40,39,6
2026-06-29,20260629_guanabara_insider_apppush_copadomundo_ativos,140,137,21
2026-06-29,20260629_guanabara_insider_apppush_copadomundo_emqueda,20,19,3
2026-06-29,20260629_guanabara_insider_apppush_idaevolta15,486,476,73
2026-06-29,20260629_guanabara_insider_apppush_idaevolta15_ativos,306,299,46
2026-06-29,20260629_guanabara_insider_apppush_idaevolta15_emqueda,13,12,2
2026-06-28,20260628_guanabara_insider_apppush_comercial_ativos,306,299,46
2026-06-28,20260628_guanabara_insider_apppush_copadomundo_ativos,266,260,40
2026-06-28,20260628_guanabara_insider_apppush_copadomundo_emqueda,26,25,4
2026-06-28,20260628_guanabara_insider_apppush_rotina_emqueda,46,45,7
2026-06-28,20260628_guanabara_insider_apppush_saojoao_frios,253,247,38
2026-06-28,20260628_guanabara_insider_apppush_vivafidelidade_ativos,540,529,81
2026-06-27,20260627_guanabara_insider_apppush_comercial_ativos,240,235,36
2026-06-27,20260627_guanabara_insider_apppush_comercial_emqueda,80,78,12
2026-06-27,20260627_guanabara_insider_apppush_copadomundo_ativos,300,294,45
2026-06-27,20260627_guanabara_insider_apppush_saojoao_frios,233,228,35
2026-06-27,20260627_guanabara_insider_apppush_sudeste_antecipe30_BaixoEng,6,5,1
2026-06-27,20260627_guanabara_insider_apppush_sudeste_antecipe30_MedEng,20,19,3
2026-06-27,20260627_guanabara_insider_apppush_vivafidelidade_ativos,406,397,61
2026-06-26,20260626_guanabara_insider_apppush_copadomundo_frios,173,169,26
2026-06-26,20260626_guanabara_insider_apppush_rotina_ativos,493,483,74
2026-06-26,20260626_guanabara_insider_apppush_rotina_ativos2,253,247,38
2026-06-26,20260626_guanabara_insider_apppush_rotina_emqueda,6,5,1
2026-06-26,20260626_guanabara_insider_apppush_saojoao_emqueda,213,208,32
2026-06-26,20260626_guanabara_insider_apppush_vivafidelidade_ativos,366,358,55
2026-06-26,20260626_guanabara_insider_sms_saojao_ativos,60,58,9
2026-06-25,20260625_guanabara_insider_apppush_comercial_ativos,446,437,67
2026-06-25,20260625_guanabara_insider_apppush_jogodobrasil_brasil30_B6,66,64,10
2026-06-25,20260625_guanabara_insider_apppush_jogodobrasil_brasil30_C5,400,392,60
2026-06-25,20260625_guanabara_insider_apppush_rotina_ativos,286,280,43
2026-06-25,20260625_guanabara_insider_apppush_rotina_emqueda,20,19,3
2026-06-25,20260625_guanabara_insider_apppush_saojoao_ativos,360,352,54
2026-06-25,20260625_guanabara_insider_apppush_saojoao_frios,266,260,40
2026-06-25,20260625_guanabara_insider_apppush_vivafidelidade_emqueda,53,51,8
2026-06-25,20260625_guanabara_insider_sms_saojao_ativos,20,19,3
2026-06-24,20260624_guanabara_insider_apppush_copadomundo_ativos,200,196,30
2026-06-24,20260624_guanabara_insider_apppush_copadomundo_ativos2,320,313,48
2026-06-24,20260624_guanabara_insider_apppush_copadomundo_ativos3,213,208,32
2026-06-24,20260624_guanabara_insider_apppush_copadomundo_emqueda,46,45,7
2026-06-24,20260624_guanabara_insider_apppush_copadomundo_emqueda2,26,25,4
2026-06-24,20260624_guanabara_insider_apppush_copadomundo_emqueda3,46,45,7
2026-06-24,20260624_guanabara_insider_apppush_copadomundo_frios,340,333,51
2026-06-24,20260624_guanabara_insider_apppush_jogodobrasil_brasil30_A,566,554,85
2026-06-24,20260624_guanabara_insider_apppush_jogodobrasil_brasil30_A2,320,313,48
2026-06-24,20260624_guanabara_insider_apppush_jogodobrasil_brasil30_A3,306,299,46
2026-06-24,20260624_guanabara_insider_apppush_jogodobrasil_brasil30_A4,493,483,74
2026-06-24,20260624_guanabara_insider_apppush_jogodobrasil_brasil30_A5,400,392,60
2026-06-24,20260624_guanabara_insider_apppush_jogodobrasil_brasil30_B,206,201,31
2026-06-24,20260624_guanabara_insider_apppush_jogodobrasil_brasil30_B2,120,117,18
2026-06-24,20260624_guanabara_insider_apppush_jogodobrasil_brasil30_B3,60,58,9
2026-06-24,20260624_guanabara_insider_apppush_jogodobrasil_brasil30_B4,73,71,11
2026-06-24,20260624_guanabara_insider_apppush_jogodobrasil_brasil30_B5,53,51,8
2026-06-24,20260624_guanabara_insider_apppush_jogodobrasil_brasil30_C,1013,992,152
2026-06-24,20260624_guanabara_insider_apppush_jogodobrasil_brasil30_C2,493,483,74
2026-06-24,20260624_guanabara_insider_apppush_jogodobrasil_brasil30_C3,733,718,110
2026-06-24,20260624_guanabara_insider_apppush_jogodobrasil_brasil30_C4,520,509,78
2026-06-24,20260624_guanabara_insider_sms_copadomundo_ativos,20,19,3
2026-06-24,20260625_guanabara_insider_apppush_jogodobrasil_brasil30_A6,13,12,2
2026-06-23,20260623_guanabara_insider_apppush_comercial_emqueda,46,45,7
2026-06-23,20260623_guanabara_insider_apppush_copadomundo_ativos,293,287,44
2026-06-23,20260623_guanabara_insider_apppush_saojoao_ativos,300,294,45
2026-06-23,20260623_guanabara_insider_apppush_saojoao_emqueda,306,299,46
2026-06-23,20260623_guanabara_insider_apppush_saojoao_frios,240,235,36
2026-06-23,20260623_guanabara_insider_apppush_vivafidelidade_ativos,506,495,76
2026-06-23,20260623_guanabara_insider_sms_comercial_ativos,26,25,4
2026-06-22,20260622_guanabara_insider_sms_comercial_ativos,66,64,10
2026-06-21,20260621_guanabara_insider_apppush_comercial_emqueda,80,78,12
2026-06-21,20260621_guanabara_insider_apppush_copadomundo_emqueda,33,32,5
2026-06-21,20260621_guanabara_insider_apppush_saojoao_ativos,300,294,45
2026-06-21,20260621_guanabara_insider_apppush_saojoao_frios,393,385,59
2026-06-20,20260619_guanabara_insider_apppush_copadomundo_emqueda,6,5,1
2026-06-20,20260620_guanabara_insider_apppush_comercial_jogobrasil5,253,247,38
2026-06-20,20260620_guanabara_insider_apppush_copadomundo_ativos,226,221,34
2026-06-20,20260620_guanabara_insider_apppush_saojoao_ativos,326,319,49
2026-06-20,20260620_guanabara_insider_apppush_vivafidelidade_ativos,300,294,45
2026-06-19,20260619_guanabara_insider_apppush_comercial_jogobrasil,760,744,114
2026-06-19,20260619_guanabara_insider_apppush_comercial_jogobrasil2,160,156,24
2026-06-19,20260619_guanabara_insider_apppush_comercial_jogobrasil3,280,274,42
2026-06-19,20260619_guanabara_insider_apppush_copadomundo_ativos,260,254,39
2026-06-19,20260619_guanabara_insider_apppush_copadomundo_ativos2,286,280,43
2026-06-19,20260619_guanabara_insider_apppush_copadomundo_ativos3,333,326,50
2026-06-19,20260619_guanabara_insider_apppush_copadomundo_emqueda2,66,64,10
2026-06-19,20260620_guanabara_insider_apppush_comercial_jogobrasil,6,5,1
2026-06-18,20260618_guanabara_insider_apppush_comercial_ativos,460,450,69
2026-06-17,20260617_guanabara_insider_apppush_comercial_ativos,313,306,47
2026-06-17,20260617_guanabara_insider_apppush_comercial_emqueda,106,103,16
2026-06-17,20260617_guanabara_insider_apppush_saojoao_ativos,406,397,61
2026-06-17,20260617_guanabara_insider_apppush_saojoao_emqueda,280,274,42
2026-06-17,20260617_guanabara_insider_apppush_saojoao_frios,313,306,47
2026-06-16,20260616_guanabara_insider_apppush_comercial_ativos,380,372,57
2026-06-16,20260616_guanabara_insider_apppush_comercial_emqueda,60,58,9
2026-06-16,20260616_guanabara_insider_apppush_copadomundo_emqueda,326,319,49
2026-06-16,20260616_guanabara_insider_apppush_saojoao_ativos,520,509,78
2026-06-15,20260615_guanabara_insider_apppush_comercial_ativos,306,299,46
2026-06-15,20260615_guanabara_insider_apppush_comercial_emqueda,113,110,17
2026-06-15,20260615_guanabara_insider_apppush_copadomundo_ativos,253,247,38
2026-06-15,20260615_guanabara_insider_apppush_saojoao_ativos,260,254,39
2026-06-15,20260615_guanabara_insider_apppush_saojoao_frios,300,294,45
2026-06-14,20260614_guanabara_insider_apppush_comercial_ativos,480,470,72
2026-06-14,20260614_guanabara_insider_apppush_comercial_emqueda,66,64,10
2026-06-14,20260614_guanabara_insider_apppush_comercial_frios,320,313,48
2026-06-14,20260614_guanabara_insider_apppush_saojoao_ativos,340,333,51
2026-06-13,20260613_guanabara_insider_apppush_jogobrasil_copadomundo_ativos,280,274,42
2026-06-13,20260613_guanabara_insider_apppush_jogobrasil_copadomundo_emqueda,280,274,42
2026-06-13,20260613_guanabara_insider_apppush_jogobrasil_copadomundo_emqueda2,280,274,42
2026-06-13,20260613_guanabara_insider_apppush_jogobrasil_copadomundo_frios,206,201,31
2026-06-12,20260611_guanabara_insider_apppush_vivafidelidade_ativos,6,5,1
2026-06-12,20260612_guanabara_insider_apppush_comercial_ativos,553,541,83
2026-06-12,20260612_guanabara_insider_apppush_comercial_ativos_tarde,386,378,58
2026-06-12,20260612_guanabara_insider_apppush_comercial_frios,246,241,37
2026-06-12,20260612_guanabara_insider_apppush_copadomundo_ativos,280,274,42
2026-06-12,20260612_guanabara_insider_apppush_saojoao_emqueda,313,306,47
2026-06-12,20260612_guanabara_insider_apppush_vivafidelidade_ativos,360,352,54
2026-06-11,20260611_guanabara_insider_apppush_comercial_ativos,380,372,57
2026-06-11,20260611_guanabara_insider_apppush_comercial_ativos_tarde,293,287,44
2026-06-11,20260611_guanabara_insider_apppush_comercial_emqueda,106,103,16
2026-06-11,20260611_guanabara_insider_apppush_comercial_frios,340,333,51
2026-06-11,20260611_guanabara_insider_apppush_saojoao_ativos,300,294,45
2026-06-10,20260610_guanabara_insider_apppush_comercial_emqueda,53,51,8
2026-06-10,20260610_guanabara_insider_apppush_saojoao_ativos,306,299,46
2026-06-10,20260610_guanabara_insider_apppush_saojoao_emqueda,280,274,42
2026-06-10,20260610_guanabara_insider_apppush_saojoao_frios,906,887,136
2026-06-10,20260613_guanabara_insider_apppush_jogobrasil_copadomundo_ativos2,6,5,1
2026-06-09,20260609_guanabara_insider_apppush_comercial_emqueda,86,84,13
2026-06-09,20260609_guanabara_insider_apppush_comercial_frios,246,241,37
2026-06-09,20260609_guanabara_insider_apppush_copadomundo_ativos,373,365,56
2026-06-09,20260609_guanabara_insider_apppush_saojoao_ativos,380,372,57
2026-06-08,20260608_guanabara_insider_apppush_comercial_ativos,466,456,70
2026-06-08,20260608_guanabara_insider_apppush_comercial_emqueda,73,71,11
2026-06-08,20260608_guanabara_insider_apppush_saojoao_ativos,1433,1404,215
2026-06-07,20260607_guanabara_insider_apppush_comercial_ativos,546,535,82
2026-06-07,20260607_guanabara_insider_apppush_saojoao_emqueda,326,319,49
2026-06-06,20260606_guanabara_insider_apppush_comercial_emqueda,46,45,7
2026-06-06,20260606_guanabara_insider_apppush_saojoao_ativos_manha,1400,1372,210
2026-06-05,20260605_guanabara_insider_apppush_comercial_emqueda,106,103,16
2026-06-05,20260605_guanabara_insider_apppush_saojoao_ativos,1613,1580,242
2026-06-05,20260605_guanabara_insider_apppush_saojoao_ativos_noite,1513,1482,227
2026-06-05,20260605_guanabara_insider_apppush_saojoao_ativos_noite_2,1226,1201,184
2026-06-05,20260605_guanabara_insider_apppush_saojoao_frios,753,737,113
2026-06-04,20260604_guanabara_insider_apppush_comercial_ativos,440,431,66
2026-06-04,20260604_guanabara_insider_apppush_comercial_emqueda,60,58,9
2026-06-04,20260604_guanabara_insider_apppush_comercial_frios,113,110,17
2026-06-04,20260607_guanabara_insider_apppush_comercial_frios,153,149,23
2026-06-03,20260603_guanabara_insider_apppush_comercial_emqueda,40,39,6
2026-06-03,20260603_guanabara_insider_apppush_saojoao_frios,813,796,122
2026-06-03,20260603_guanabara_insider_apppush_vivafidelidade_ativos,426,417,64
2026-06-03,20260614_guanabara_insider_apppush_vivafidelidade_ativos,1626,1593,244
2026-06-02,20260602_guanabara_insider_apppush_comercial_ativos,626,613,94
2026-06-02,20260602_guanabara_insider_apppush_comercial_ativos_noite,386,378,58
2026-06-02,20260602_guanabara_insider_apppush_comercial_frios,260,254,39
2026-06-02,20260602_guanabara_insider_apppush_feriado_emqueda,113,110,17
2026-06-02,20260602_guanabara_insider_apppush_saojoao_ativos,513,502,77
2026-06-02,20260602_guanabara_insider_apppush_saojoao_emqueda,73,71,11
2026-06-01,20260601_guanabara_insider_apppush_comercial_ativos,700,686,105
2026-06-01,20260601_guanabara_insider_apppush_comercial_emqueda,46,45,7
2026-06-01,20260601_guanabara_insider_apppush_feriado_frios,240,235,36
2026-06-01,20260601_guanabara_insider_apppush_vivafidelidade_ativos,626,613,94
2026-06-01,20260601_guanabara_insider_apppush_vivafidelidade_emqueda,80,78,12
2026-05-31,20260531_guanabara_insider_apppush_comercial_ativos,453,443,68
2026-05-31,20260531_guanabara_insider_apppush_feriado10_ativos,533,522,80
2026-05-31,20260531_guanabara_insider_apppush_feriado10_frios,326,319,49
2026-05-31,20260531_guanabara_insider_apppush_feriado_ativos,433,424,65
2026-05-31,20260531_guanabara_insider_apppush_feriado_emqueda,46,45,7
2026-05-30,20260530_guanabara_insider_apppush_feriado10_emqueda,26,25,4
2026-05-30,20260530_guanabara_insider_apppush_feriado_ativos,473,463,71
2026-05-30,20260530_guanabara_insider_apppush_maio20_ativos,500,490,75
2026-05-30,20260530_guanabara_insider_apppush_maio20_frios,286,280,43
2026-05-29,20260529_guanabara_insider_apppush_feriado10_emqueda,86,84,13
2026-05-29,20260529_guanabara_insider_apppush_maio20_ativos,706,691,106
2026-05-29,20260529_guanabara_insider_apppush_maio20_emqueda,26,25,4
2026-05-29,20260529_guanabara_insider_apppush_maio20_frios,280,274,42
2026-05-28,20260528_guanabara_insider_apppush_comercial_emqueda,80,78,12
2026-05-28,20260528_guanabara_insider_apppush_comercial_emqueda_noite,40,39,6
2026-05-28,20260528_guanabara_insider_apppush_feriado_ativos,453,443,68
2026-05-28,20260528_guanabara_insider_apppush_feriado_frios,233,228,35
2026-05-28,20260528_guanabara_insider_apppush_maio20_ativos,520,509,78
2026-05-27,20260527_guanabara_insider_apppush_feriado_ativos,533,522,80
2026-05-27,20260527_guanabara_insider_apppush_feriado_emqueda,93,91,14
2026-05-27,20260527_guanabara_insider_apppush_feriado_frios,260,254,39
2026-05-27,20260527_guanabara_insider_apppush_maio20_ativos,486,476,73
2026-05-27,20260527_guanabara_insider_apppush_maio20_emqueda,100,98,15
2026-05-26,20260526_guanabara_insider_apppush_feriado_ativos,440,431,66
2026-05-26,20260526_guanabara_insider_apppush_feriado_emqueda,20,19,3
2026-05-26,20260526_guanabara_insider_apppush_maio20_ativos,433,424,65
2026-05-25,20260525_guanabara_insider_apppush_comercial_ativos,353,345,53
2026-05-25,20260525_guanabara_insider_apppush_maio20_ativos,413,404,62
2026-05-25,20260525_guanabara_insider_apppush_maio20_ativos_noite,480,470,72
2026-05-25,20260525_guanabara_insider_apppush_maio20_emqueda,46,45,7
2026-05-25,20260525_guanabara_insider_apppush_maio20_emqueda_noite,66,64,10
2026-05-25,20260525_guanabara_insider_apppush_maio20_frios_noite,280,274,42
2026-05-25,20260525_guanabara_insider_apppush_viva10_ativos,380,372,57
2026-05-25,20260525_guanabara_insider_apppush_viva10_emqueda,20,19,3
2026-05-25,20260525_guanabara_insider_apppush_viva10_frios,220,215,33
2026-05-25,20260525_guanabara_insider_webpush_viva10_geral,2833,2776,425
2026-05-24,20260524_guanabara_insider_apppush_comercial_ativos,520,509,78
2026-05-24,20260524_guanabara_insider_apppush_comercial_emqueda,60,58,9
2026-05-24,20260524_guanabara_insider_apppush_comercial_frios,266,260,40
2026-05-24,20260524_guanabara_insider_apppush_comercial_frios_noite,153,149,23
2026-05-24,20260524_guanabara_insider_apppush_maio20_ativos,526,515,79
2026-05-24,20260524_guanabara_insider_apppush_maio20_emqueda,73,71,11
2026-05-24,20260524_guanabara_insider_apppush_viva10_ativos,373,365,56
2026-05-24,20260524_guanabara_insider_apppush_viva10_ativos_noite,360,352,54
2026-05-24,20260524_guanabara_insider_apppush_viva10_emqueda,53,51,8
2026-05-24,20260524_guanabara_insider_webpush_comercial_geral,2320,2273,348
2026-05-23,20260523_guanabara_insider_apppush_comercial_ativos,433,424,65
2026-05-23,20260523_guanabara_insider_apppush_comercial_ativos_noite,453,443,68
2026-05-23,20260523_guanabara_insider_apppush_comercial_emqueda,40,39,6
2026-05-23,20260523_guanabara_insider_apppush_comercial_emqueda_noite,33,32,5
2026-05-23,20260523_guanabara_insider_apppush_maio20_ativos,380,372,57
2026-05-23,20260523_guanabara_insider_apppush_maio20_frios,200,196,30
2026-05-23,20260523_guanabara_insider_apppush_maio20_frios_noite,246,241,37
2026-05-23,20260523_guanabara_insider_apppush_viva_ativos,480,470,72
2026-05-23,20260523_guanabara_insider_apppush_viva_emqueda,40,39,6
2026-05-23,20260523_guanabara_insider_webpush_maio20_geral,2013,1972,302
2026-05-22,20260522_guanabara_insider_apppush_comercial_ativos,400,392,60
2026-05-22,20260522_guanabara_insider_apppush_comercial_emqueda,86,84,13
2026-05-22,20260522_guanabara_insider_apppush_maio20_ativos,573,561,86
2026-05-22,20260522_guanabara_insider_apppush_maio20_emqueda,73,71,11
2026-05-22,20260522_guanabara_insider_apppush_maio20_frios,233,228,35
2026-05-22,20260522_guanabara_insider_apppush_viva10_ativos,420,411,63
2026-05-22,20260522_guanabara_insider_apppush_viva10_emqueda,13,12,2
2026-05-22,20260522_guanabara_insider_apppush_viva10_frios,166,162,25
2026-05-22,20260522_guanabara_insider_apppush_viva_ativos,380,372,57
2026-05-22,20260522_guanabara_insider_webpush_maio20_geral,2780,2724,417
2026-05-21,20260521_guanabara_insider_apppush_comercial_ativos,566,554,85
2026-05-21,20260521_guanabara_insider_apppush_comercial_frios,173,169,26
2026-05-21,20260521_guanabara_insider_apppush_viva10_emqueda,33,32,5
2026-05-21,20260521_guanabara_insider_apppush_viva10_emqueda_noite,6,5,1
2026-05-21,20260521_guanabara_insider_apppush_viva10_frios,153,149,23
2026-05-21,20260521_guanabara_insider_webpush_viva10_geral,2460,2410,369
2026-05-20,20260330_GatilhoSearch_web_v6_blocoweb_6hr,13,12,2
2026-05-20,20260520_guanabara_insider_apppush_comercial_ativos,340,333,51
2026-05-20,20260520_guanabara_insider_apppush_maio20_ativos,466,456,70
2026-05-20,20260520_guanabara_insider_apppush_maio20_emqueda,106,103,16
2026-05-20,20260520_guanabara_insider_apppush_maio20_emqueda_tarde,46,45,7
2026-05-20,20260520_guanabara_insider_apppush_maio20_frios,380,372,57
2026-05-20,20260520_guanabara_insider_apppush_viva10_ativos,353,345,53
2026-05-20,20260520_guanabara_insider_webpush_maio20_geral,3040,2979,456
2026-05-19,20260330_GatilhoSearch_web_v6,573,561,86
2026-05-19,20260330_GatilhoSearch_web_v6_blocoweb_1hr,13,12,2
2026-05-19,20260330_GatilhoSearch_web_v6_blocoweb_3hr,13,12,2
2026-05-19,20260519_guanabara_insider_apppush_comercial_emqueda,46,45,7
2026-05-19,20260519_guanabara_insider_apppush_comercial_frios,206,201,31
2026-05-19,20260519_guanabara_insider_apppush_maio20_ativos,586,574,88
2026-05-19,20260519_guanabara_insider_apppush_maio20_ativos_noite,420,411,63
2026-05-19,20260519_guanabara_insider_apppush_maio20_emqueda,66,64,10
2026-05-19,20260519_guanabara_insider_apppush_maio20_emqueda_noite,53,51,8
2026-05-19,20260519_guanabara_insider_apppush_maio20_frios_noite,220,215,33
2026-05-19,20260519_guanabara_insider_apppush_viva10_ativos,433,424,65
2026-05-19,20260519_guanabara_insider_apppush_viva_ativos,473,463,71
2026-05-19,20260519_guanabara_insider_webpush_comercial_geral,3040,2979,456
2026-05-19,20260519_guanabara_insider_wpp_maio15_ativos,453,443,68
2026-05-19,20260519_guanabara_insider_wpp_maio15_inativos,3186,3122,478
2026-05-18,20260518_guanabara_insider_apppush_comercial_ativos,373,365,56
2026-05-18,20260518_guanabara_insider_apppush_comercial_ativos_noite,380,372,57
2026-05-18,20260518_guanabara_insider_apppush_comercial_ativos_tarde,513,502,77
2026-05-18,20260518_guanabara_insider_apppush_comercial_emqueda,40,39,6
2026-05-18,20260518_guanabara_insider_apppush_comercial_emqueda_noite,80,78,12
2026-05-18,20260518_guanabara_insider_apppush_comercial_frios,200,196,30
2026-05-18,20260518_guanabara_insider_apppush_maio20_ativos,313,306,47
2026-05-18,20260518_guanabara_insider_apppush_maio20_emqueda,33,32,5
2026-05-18,20260518_guanabara_insider_apppush_maio20_frios,293,287,44
2026-05-17,20260517_guanabara_insider_apppush_comercial_ativos,473,463,71
2026-05-17,20260517_guanabara_insider_apppush_comercial_ativos_noite,440,431,66
2026-05-17,20260517_guanabara_insider_apppush_comercial_ativos_tarde,526,515,79
2026-05-17,20260517_guanabara_insider_apppush_comercial_emqueda,13,12,2
2026-05-17,20260517_guanabara_insider_apppush_comercial_emqueda_noite,33,32,5
2026-05-17,20260517_guanabara_insider_apppush_comercial_emqueda_tarde,20,19,3
2026-05-17,20260517_guanabara_insider_apppush_comercial_frios,233,228,35
